time,aqi,pm2_5,pm10,co,no2,o3,so2,complexindex,rank,primary_pollutant,temp,humi,windlevel,winddirection,weather
2022-11-26,28.0,6,23,0.2,14,56,2,1.28333,32,—,1.567,21.792,2.583,,晴
2022-11-27,41.0,19,41,0.4,28,43,3,2.24732,126,—,3.671,33.500,1.500,,多云
2022-11-28,76.0,31,101,0.3,19,55,3,3.27232,198,颗粒物:PM10,6.771,31.917,3.083,,晴
2022-11-29,40.0,8,40,0.2,3,52,2,1.28333,251,—,-5.546,16.333,4.375,,晴
2022-11-30,31.0,9,31,0.2,8,54,2,1.32083,126,—,-5.779,18.917,2.750,,晴
2022-12-01,34.0,12,34,0.2,14,51,2,1.58065,123,—,-3.633,23.208,2.167,,晴
2022-12-02,61.0,37,71,0.6,41,20,3,3.42143,187,颗粒物:PM10,-5.733,50.542,1.292,,晴
2022-12-03,32.0,11,27,0.2,14,63,2,1.52708,242,—,-1.263,23.917,2.875,,晴
2022-12-04,33.0,15,33,0.3,26,45,2,1.93958,8,—,-3.396,31.042,1.667,,晴
2022-12-05,46.0,22,46,0.4,31,51,3,2.52946,200,—,-3.263,43.625,1.542,,晴
2022-12-06,52.0,26,54,0.5,38,43,3,2.90804,155,颗粒物:PM10,-1.729,45.833,1.500,,晴
2022-12-07,48.0,21,45,0.4,38,42,3,2.60536,118,—,-0.225,36.458,1.083,,晴
2022-12-08,47.0,23,47,0.5,36,53,2,2.71815,125,—,1.583,39.583,1.500,,晴
2022-12-09,63.0,44,76,0.5,44,37,3,3.84911,113,颗粒物:PM10,1.400,46.750,1.167,,霾
2022-12-10,34.0,6,17,0.2,8,68,2,1.12262,205,—,1.200,27.042,3.750,,晴
2022-12-11,30.0,11,25,0.3,22,59,2,1.69851,3,—,0.121,29.667,2.042,,晴
2022-12-12,500.0,144,665,0.3,16,66,3,14.55179,136,颗粒物:PM10,0.454,27.583,2.083,,霾
2022-12-13,78.0,17,105,0.2,3,64,2,2.54405,328,颗粒物:PM10,-3.213,16.250,4.167,,晴
2022-12-14,57.0,18,63,0.3,27,39,2,2.44137,81,颗粒物:PM10,-4.488,22.792,1.917,,晴
2022-12-15,37.0,11,37,0.2,14,56,2,1.62619,115,—,-3.904,23.583,2.875,,晴
2022-12-16,29.0,7,25,0.2,9,57,2,1.22173,8,—,-5.671,22.625,3.167,,晴
2022-12-17,30.0,6,30,0.1,4,60,2,1.13333,150,—,-7.092,21.250,3.583,,晴
2022-12-18,41.0,14,41,0.3,25,44,2,1.99405,37,—,-5.388,29.792,1.500,,晴
2022-12-19,50.0,21,50,0.4,38,43,2,2.66637,127,—,-4.633,42.042,1.458,,晴
2022-12-20,58.0,30,66,0.5,41,35,3,3.21875,86,颗粒物:PM10,-2.817,43.333,1.917,,晴
2022-12-21,28.0,8,28,0.2,9,56,2,1.28690,54,—,-2.554,31.458,2.458,,阴
2022-12-22,30.0,5,15,0.2,4,60,2,0.91548,33,—,-4.579,23.750,3.750,,阴
2022-12-23,30.0,8,19,0.2,14,59,2,1.30208,3,—,-4.567,23.208,2.292,,晴
2022-12-24,30.0,15,28,0.3,22,59,2,1.85565,9,—,-2.833,24.792,1.750,,晴
2022-12-25,44.0,24,41,0.5,35,46,3,2.60893,66,—,-3.963,32.000,1.125,,晴
2022-12-26,50.0,24,50,0.4,31,50,3,2.63750,108,—,-2.883,34.333,1.625,,晴
2022-12-27,31.0,10,26,0.2,14,62,2,1.47798,92,—,-2.771,29.500,2.958,,晴
2022-12-28,36.0,16,36,0.3,27,49,3,2.07768,39,—,-3.229,33.625,1.625,,晴
2022-12-29,30.0,9,21,0.3,18,59,2,1.48423,48,—,-1.754,24.083,1.958,,晴
2022-12-30,48.0,20,41,0.5,38,37,3,2.51339,57,—,-4.146,39.625,1.250,,晴
2022-12-31,47.0,24,47,0.5,37,43,3,2.72589,102,—,-2.600,39.875,1.250,,晴
2023-01-01,38.0,19,38,0.4,28,49,3,2.24196,48,—,-2.900,46.500,1.333,,晴
2023-01-02,29.0,11,21,0.2,18,57,2,1.50387,51,—,-1.988,35.042,2.208,,晴
2023-01-03,43.0,21,40,0.4,34,41,2,2.41101,41,—,-3.563,39.917,1.250,,晴
2023-01-04,61.0,43,72,0.6,46,35,3,3.82589,106,颗粒物:PM10,-2.308,45.708,1.292,,晴
2023-01-05,108.0,81,120,0.9,62,25,4,6.02649,204,细颗粒物:PM2.5,-2.350,58.208,1.292,,晴
2023-01-06,81.0,57,112,0.6,43,67,3,4.92232,214,颗粒物:PM10,2.004,41.583,2.125,,晴
2023-01-07,66.0,21,82,0.5,41,34,2,3.16726,,颗粒物:PM10,-0.271,36.875,1.417,,晴
2023-01-08,59.0,24,67,0.4,31,55,3,2.91161,108,颗粒物:PM10,2.988,36.458,1.750,,晴
2023-01-09,37.0,15,37,0.4,26,56,3,2.10714,6,—,2.775,30.417,1.708,,晴
2023-01-10,61.0,38,71,0.6,48,37,4,3.74792,132,颗粒物:PM10,0.133,41.000,1.583,,晴
2023-01-11,84.0,62,97,0.8,58,19,4,4.99256,143,细颗粒物:PM2.5,-0.650,51.042,1.417,,阴
2023-01-12,117.0,88,127,0.9,57,12,5,6.13690,194,细颗粒物:PM2.5,2.529,58.792,1.500,,阴
2023-01-13,94.0,70,87,0.6,26,62,2,4.46369,231,细颗粒物:PM2.5,3.300,63.958,2.708,,阴
2023-01-14,35.0,3,9,0.1,5,69,2,0.82887,30,—,-4.142,26.542,4.625,,阴
2023-01-15,34.0,7,23,0.2,9,67,2,1.25565,55,—,-4.929,25.375,2.375,,晴
2023-01-16,45.0,19,45,0.3,24,54,2,2.23155,,—,-3.783,30.125,1.667,,晴
2023-01-17,81.0,25,111,0.3,12,66,2,3.12083,136,颗粒物:PM10,-0.742,27.917,2.750,,晴
2023-01-18,72.0,29,93,0.4,25,53,3,3.26339,98,颗粒物:PM10,-2.067,37.708,1.542,,晴
2023-01-19,73.0,28,95,0.3,18,61,2,3.09673,203,颗粒物:PM10,-2.200,33.667,2.833,,晴
2023-01-20,42.0,10,42,0.3,7,60,2,1.54405,6,—,-4.471,16.958,2.375,,晴
2023-01-21,58.0,38,66,0.5,24,53,4,3.15149,69,颗粒物:PM10,-5.533,35.917,1.375,,晴
2023-01-22,93.0,69,119,0.6,22,64,4,4.83810,108,细颗粒物:PM2.5,-3.138,42.792,1.500,,晴
2023-01-23,54.0,31,57,0.4,5,66,2,2.37083,290,颗粒物:PM10,-6.554,40.125,3.750,,阴
2023-01-24,36.0,8,36,0.2,6,62,2,1.36369,65,—,-11.558,19.667,2.375,,晴
2023-01-25,47.0,26,47,0.4,22,46,3,2.40179,55,—,-10.395,28.773,1.364,,晴
2023-01-26,47.0,20,47,0.3,15,64,2,2.12619,91,—,-5.254,28.375,2.500,,晴
2023-01-27,32.0,7,24,0.2,7,63,2,1.19494,3,—,-3.117,21.917,2.500,,晴
2023-01-28,62.0,16,74,0.2,12,64,2,2.29762,102,颗粒物:PM10,-0.404,20.292,2.208,,晴
2023-01-29,65.0,22,79,0.3,16,72,2,2.71548,115,颗粒物:PM10,2.450,24.458,1.833,,晴
2023-01-30,64.0,36,78,0.5,39,51,4,3.62827,89,颗粒物:PM10,-0.454,38.083,1.375,,晴
2023-01-31,72.0,34,93,0.5,29,78,3,3.68750,161,颗粒物:PM10,3.392,31.667,2.250,,晴
2023-02-01,35.0,8,28,0.2,7,69,2,1.31815,162,—,0.408,17.417,3.208,,晴
2023-02-02,26.0,11,24,0.3,20,52,2,1.59048,2,—,-2.508,25.167,1.208,,晴
2023-02-03,49.0,26,48,0.5,39,40,3,2.82857,53,—,-1.846,30.125,1.417,,晴
2023-02-04,52.0,30,54,0.5,37,60,3,3.10357,100,颗粒物:PM10,0.463,33.458,1.667,,晴
2023-02-05,104.0,78,118,0.8,56,39,6,5.85804,153,细颗粒物:PM2.5,0.133,42.375,1.458,,晴
2023-02-06,127.0,96,139,1.0,46,70,7,6.68274,247,细颗粒物:PM2.5,1.992,45.708,1.833,,晴
2023-02-07,65.0,47,75,0.8,41,66,5,4.13512,219,细颗粒物:PM2.5,-0.263,47.500,1.208,,晴
2023-02-08,35.0,20,34,0.4,26,70,2,2.27798,153,—,1.950,36.292,1.875,,晴
2023-02-09,69.0,50,71,0.7,44,45,5,4.08244,194,细颗粒物:PM2.5,0.350,57.458,1.750,,阴
2023-02-10,118.0,89,104,0.7,37,48,2,5.46190,255,细颗粒物:PM2.5,-0.421,80.292,1.583,,雾
2023-02-11,186.0,140,182,1.0,39,27,2,8.02708,320,细颗粒物:PM2.5,2.208,77.167,1.583,,阴
2023-02-12,103.0,77,95,0.8,26,42,2,4.70298,323,细颗粒物:PM2.5,1.946,85.667,1.583,,霾
2023-02-13,38.0,5,8,0.2,12,75,2,1.10923,189,—,2.388,31.583,3.000,,阴
2023-02-14,30.0,9,18,0.3,23,59,2,1.56637,45,—,1.863,31.250,2.125,,晴
2023-02-15,53.0,32,56,0.5,35,53,3,3.09554,173,颗粒物:PM10,0.196,56.625,2.083,,晴
2023-02-16,95.0,71,104,0.7,49,40,3,5.21429,167,细颗粒物:PM2.5,0.100,62.792,1.333,,晴
2023-02-17,180.0,136,181,1.0,62,38,3,8.55893,310,细颗粒物:PM2.5,0.975,67.917,1.292,,霾
2023-02-18,155.0,118,150,0.9,41,73,2,7.25387,327,细颗粒物:PM2.5,2.030,60.783,2.043,,阴
2023-02-19,39.0,6,30,0.2,14,78,2,1.52083,9,—,4.492,28.417,2.333,,晴
2023-02-20,35.0,5,23,0.2,16,70,2,1.39226,21,—,2.404,26.958,2.125,,晴
2023-02-21,45.0,22,45,0.4,33,52,3,2.57143,4,—,0.888,34.083,1.833,,晴
2023-02-22,79.0,58,100,0.7,56,44,3,4.98571,215,细颗粒物:PM2.5,2.888,46.000,1.583,,晴
2023-02-23,123.0,93,142,0.8,66,43,3,6.85446,298,细颗粒物:PM2.5,3.942,53.042,1.333,,晴
2023-02-24,39.0,21,34,0.3,23,77,2,2.25030,323,—,3.438,36.458,2.167,,晴
2023-02-25,36.0,11,23,0.2,24,71,2,1.76994,7,—,3.521,21.958,1.958,,晴
2023-02-26,88.0,65,104,0.6,40,85,4,5.09077,118,细颗粒物:PM2.5,3.954,45.417,1.833,,晴
2023-02-27,175.0,132,187,0.9,54,81,4,8.59077,327,细颗粒物:PM2.5,5.517,57.208,1.875,,晴
2023-02-28,74.0,54,79,0.5,29,80,2,4.05476,325,细颗粒物:PM2.5,8.633,40.375,2.708,,霾
2023-03-01,40.0,5,17,0.2,19,80,2,1.44405,3,—,5.863,23.083,2.542,,晴
2023-03-02,57.0,21,64,0.3,37,71,3,3.00804,6,颗粒物:PM10,6.263,27.375,2.333,,晴
2023-03-03,65.0,34,79,0.5,41,78,3,3.78750,199,颗粒物:PM10,10.271,27.583,1.792,,晴
2023-03-04,142.0,108,174,1.2,55,93,8,7.96101,143,细颗粒物:PM2.5,9.354,47.167,2.042,,晴
2023-03-05,214.0,164,225,1.4,47,106,4,10.15417,330,细颗粒物:PM2.5,6.267,69.708,1.625,,晴
2023-03-06,169.0,128,177,1.1,43,108,3,8.26071,332,细颗粒物:PM2.5,11.263,49.083,1.625,,晴
2023-03-07,200.0,150,221,1.3,56,136,6,10.11786,289,细颗粒物:PM2.5,12.338,45.750,1.625,,晴
2023-03-08,89.0,66,125,0.6,30,111,3,5.31518,334,细颗粒物:PM2.5,14.121,32.583,2.708,,晴
2023-03-09,79.0,45,108,0.5,49,70,3,4.66607,111,颗粒物:PM10,10.854,41.708,1.542,,晴
2023-03-10,293.0,81,415,0.5,35,84,3,9.81786,285,颗粒物:PM10,16.192,33.958,2.417,,晴
2023-03-11,103.0,17,155,0.2,10,74,2,3.49583,326,颗粒物:PM10,13.079,23.792,3.208,,阴
2023-03-12,55.0,9,59,0.2,9,78,2,1.89583,174,颗粒物:PM10,6.746,14.333,3.458,,阴
2023-03-13,75.0,32,99,0.5,47,39,3,3.92232,139,颗粒物:PM10,6.538,34.292,1.500,,晴
2023-03-14,129.0,42,207,0.4,31,82,3,5.59464,261,颗粒物:PM10,10.954,26.333,2.833,,晴
2023-03-15,86.0,16,122,0.2,6,79,3,2.94375,326,颗粒物:PM10,7.758,9.042,3.458,,晴
2023-03-16,53.0,14,56,0.3,22,69,3,2.30625,35,颗粒物:PM10,5.829,17.708,2.125,,晴
2023-03-17,80.0,45,109,0.5,42,47,3,4.36161,240,颗粒物:PM10,5.550,51.042,1.625,,阴
2023-03-18,44.0,19,43,0.3,27,87,2,2.48423,303,—,9.163,32.500,2.125,,晴
2023-03-19,76.0,55,101,0.4,36,95,2,4.64137,167,颗粒物:PM10,9.092,48.875,2.042,,晴
2023-03-20,149.0,114,160,0.7,43,95,3,7.43661,324,细颗粒物:PM2.5,11.238,63.250,1.625,,霾
2023-03-21,160.0,122,166,0.8,41,101,3,7.76339,312,细颗粒物:PM2.5,13.248,66.348,1.826,,霾
2023-03-22,500.0,168,681,0.3,15,83,3,15.54732,,颗粒物:PM10,13.504,19.292,3.250,,阴
2023-03-23,100.0,34,150,0.1,10,77,3,3.92054,219,颗粒物:PM10,9.850,9.583,3.000,,晴
2023-03-24,63.0,20,75,0.3,19,69,3,2.67411,155,颗粒物:PM10,8.133,19.333,2.292,,晴
2023-03-25,61.0,24,71,0.3,24,84,2,2.93333,224,颗粒物:PM10,8.713,37.333,2.375,,阴
2023-03-26,57.0,23,63,0.3,23,88,2,2.79048,211,颗粒物:PM10,9.338,31.042,2.208,,晴
2023-03-27,56.0,20,61,0.3,26,91,2,2.76994,242,颗粒物:PM10,13.238,23.167,2.375,,晴
2023-03-28,94.0,65,137,0.7,44,115,5,5.89137,149,颗粒物:PM10,13.358,38.292,1.875,,晴
2023-03-29,115.0,87,172,0.7,45,151,4,7.25327,328,细颗粒物:PM2.5,16.917,44.542,2.042,,晴
2023-03-30,113.0,78,161,0.6,38,174,4,6.78274,316,臭氧8小时,17.908,42.417,2.292,,霾
2023-03-31,95.0,55,115,0.4,28,153,3,5.02054,307,臭氧8小时,17.500,38.917,2.667,,霾
2023-04-01,85.0,54,104,0.4,26,142,3,4.71607,260,臭氧8小时,16.979,47.667,2.167,,晴
2023-04-02,100.0,75,128,0.7,41,97,5,5.86101,272,细颗粒物:PM2.5,16.050,50.375,1.958,,阴
2023-04-03,70.0,44,90,0.6,30,116,5,4.25119,293,颗粒物:PM10,15.213,39.708,2.417,,阴
2023-04-04,43.0,16,37,0.3,11,86,3,1.92321,300,—,10.563,63.333,3.292,,阴
2023-04-05,49.0,20,37,0.3,16,98,2,2.22083,23,—,11.879,57.542,2.125,,阴
2023-04-06,42.0,13,42,0.2,9,83,3,1.81518,206,—,13.417,40.625,3.042,,阴
2023-04-07,43.0,6,35,0.1,8,85,2,1.46101,47,—,12.142,14.917,3.250,,晴
2023-04-08,52.0,15,54,0.2,19,94,2,2.34583,90,颗粒物:PM10,14.775,21.000,2.875,,晴
2023-04-09,86.0,61,122,0.5,37,113,3,5.29196,173,颗粒物:PM10,15.638,48.792,1.833,,晴
2023-04-10,235.0,114,374,0.5,39,94,3,10.33750,290,颗粒物:PM10,19.800,44.417,2.542,,霾
2023-04-11,408.0,100,508,0.2,6,87,3,10.90804,315,颗粒物:PM10,15.488,8.750,3.792,,晴
2023-04-12,286.0,111,410,0.3,29,79,2,10.35565,172,颗粒物:PM10,15.008,29.917,2.083,,晴
2023-04-13,475.0,159,575,0.6,46,79,3,14.60089,330,颗粒物:PM10,17.317,52.125,1.458,,霾
2023-04-14,155.0,75,260,0.3,22,94,3,7.11964,331,颗粒物:PM10,18.454,28.125,2.458,,霾
2023-04-15,72.0,24,94,0.1,15,88,3,3.02857,248,颗粒物:PM10,14.942,18.375,2.167,,晴
2023-04-16,54.0,17,57,0.2,20,94,2,2.47083,11,颗粒物:PM10,15.350,23.583,2.333,,晴
2023-04-17,83.0,42,115,0.5,30,106,4,4.44702,159,颗粒物:PM10,16.458,42.500,1.875,,阴
2023-04-18,71.0,32,90,0.5,33,125,3,3.98125,278,臭氧8小时,18.988,40.833,1.958,,晴
2023-04-19,105.0,38,110,0.5,31,165,3,4.63839,193,臭氧8小时,19.271,47.542,2.083,,晴
2023-04-20,72.0,18,93,0.2,11,88,3,2.76786,290,颗粒物:PM10,18.004,24.542,3.125,,阴
2023-04-21,45.0,11,38,0.2,9,89,2,1.72173,128,—,11.567,54.875,3.000,,阴
2023-04-22,33.0,20,33,0.3,15,66,2,1.93869,115,—,9.550,69.750,2.292,,阴
2023-04-23,54.0,30,57,0.4,29,90,3,3.10893,190,颗粒物:PM10,11.579,57.125,1.667,,阴
2023-04-24,57.0,28,64,0.4,23,105,2,3.07887,309,颗粒物:PM10,11.525,54.542,2.625,,阴
2023-04-25,64.0,31,77,0.3,13,91,2,2.98780,284,颗粒物:PM10,14.113,46.958,2.875,,阴
2023-04-26,54.0,15,58,0.2,23,102,2,2.55298,140,颗粒物:PM10,13.679,29.417,2.417,,晴
2023-04-27,83.0,52,115,0.5,38,79,3,4.74732,292,颗粒物:PM10,15.838,58.792,1.708,,阴
2023-04-28,66.0,36,82,0.3,16,88,2,3.25833,308,颗粒物:PM10,15.092,73.042,2.333,,阴
2023-04-29,45.0,11,44,0.2,14,90,2,1.93869,33,—,16.488,35.292,2.417,,晴
2023-04-30,58.0,14,43,0.2,19,109,2,2.25387,113,臭氧8小时,18.013,28.958,2.125,,晴
2023-05-01,107.0,40,92,0.5,28,167,4,4.39256,154,臭氧8小时,18.558,51.667,2.292,,晴
2023-05-02,111.0,39,100,0.6,23,172,3,4.39286,301,臭氧8小时,22.667,45.750,2.125,,阴
2023-05-03,128.0,42,101,0.7,24,190,4,4.67202,287,臭氧8小时,21.654,56.167,2.375,,晴
2023-05-04,56.0,32,61,0.6,16,98,2,2.98155,317,颗粒物:PM10,17.408,80.625,2.417,,阴
2023-05-05,37.0,10,22,0.3,11,74,3,1.46250,34,—,18.025,62.333,3.000,,阴
2023-05-06,48.0,8,26,0.2,19,96,3,1.77500,66,—,19.588,26.792,2.250,,晴
2023-05-07,57.0,11,33,0.2,22,108,2,2.09405,280,臭氧8小时,19.321,33.042,1.958,,晴
2023-05-08,89.0,19,50,0.3,24,146,2,2.87798,258,臭氧8小时,20.975,34.542,2.125,,晴
2023-05-09,90.0,26,65,0.4,27,148,3,3.42143,299,臭氧8小时,20.642,38.083,2.250,,晴
2023-05-10,106.0,22,59,0.4,28,166,3,3.35893,158,臭氧8小时,21.758,33.083,1.875,,多云
2023-05-11,113.0,43,82,0.5,29,174,3,4.38750,291,臭氧8小时,21.446,46.875,2.042,,阴
2023-05-12,68.0,37,61,0.5,28,121,3,3.55982,268,臭氧8小时,19.271,63.625,1.625,,霾
2023-05-13,70.0,10,28,0.3,21,124,3,2.11071,45,臭氧8小时,21.538,49.875,2.042,,晴
2023-05-14,125.0,33,75,0.5,27,187,3,4.03304,110,臭氧8小时,23.800,49.792,2.000,,阴
2023-05-15,170.0,54,103,0.8,24,235,3,5.33304,274,臭氧8小时,25.942,53.583,2.208,,晴
2023-05-16,128.0,48,104,0.6,18,190,2,4.67798,293,臭氧8小时,28.863,57.875,2.417,,阴
2023-05-17,73.0,28,61,0.5,15,127,3,3.01518,287,臭氧8小时,23.071,58.667,2.875,,阴
2023-05-18,80.0,19,51,0.5,20,136,3,2.79643,196,臭氧8小时,21.892,44.958,2.292,,阴
2023-05-19,60.0,43,69,0.8,28,44,3,3.43929,268,颗粒物:PM10,18.304,86.042,1.792,,阴
2023-05-20,148.0,53,245,0.2,8,81,3,5.82054,188,颗粒物:PM10,21.550,17.167,3.333,,多云
2023-05-21,74.0,26,97,0.2,10,97,3,3.08482,330,颗粒物:PM10,22.083,23.500,2.917,,多云
2023-05-22,53.0,13,35,0.2,15,103,3,1.99018,,臭氧8小时,22.958,29.833,2.042,,晴
2023-05-23,80.0,13,42,0.2,21,136,2,2.42976,171,臭氧8小时,23.725,33.833,2.250,,晴
2023-05-24,114.0,29,86,0.4,15,175,3,3.67589,214,臭氧8小时,23.600,42.250,3.583,,阴
2023-05-25,64.0,35,78,0.4,16,115,3,3.38304,292,颗粒物:PM10,21.667,56.375,2.500,,阴
2023-05-26,109.0,48,91,0.5,23,169,2,4.46101,310,臭氧8小时,22.887,62.478,1.913,,晴
2023-05-27,83.0,61,88,0.7,19,110,3,4.38750,321,细颗粒物:PM2.5,20.550,80.458,1.625,,阴
2023-05-28,102.0,29,44,0.4,14,162,3,2.96964,249,臭氧8小时,22.218,72.500,1.773,,晴
2023-05-29,130.0,29,59,0.5,17,193,3,3.47768,266,臭氧8小时,25.371,57.125,2.000,,晴
2023-05-30,59.0,34,60,0.5,20,110,3,3.19107,293,臭氧8小时,22.517,64.625,1.417,,阴
2023-05-31,80.0,42,71,0.6,25,136,3,3.88929,212,臭氧8小时,21.954,66.125,1.750,,晴
2023-06-01,66.0,27,61,0.4,20,119,3,3.03661,296,臭氧8小时,24.854,51.792,1.958,,晴
2023-06-02,60.0,8,30,0.2,13,112,2,1.76548,78,臭氧8小时,26.321,29.292,2.875,,晴
2023-06-03,84.0,10,28,0.2,21,140,2,2.16905,148,臭氧8小时,26.321,36.542,2.042,,晴
2023-06-04,76.0,10,27,0.2,17,131,2,1.99851,226,臭氧8小时,27.292,33.625,2.708,,晴
2023-06-05,104.0,18,49,0.3,20,164,2,2.84762,278,臭氧8小时,28.196,42.000,2.250,,晴
2023-06-06,86.0,12,32,0.2,14,143,2,2.12708,151,臭氧8小时,29.954,20.083,2.583,,晴
2023-06-07,89.0,17,50,0.3,22,146,2,2.77083,248,臭氧8小时,29.179,30.833,2.417,,阴
2023-06-08,74.0,11,40,0.2,15,128,2,2.14405,186,臭氧8小时,26.996,21.125,2.208,,晴
2023-06-09,49.0,8,25,0.2,18,98,3,1.74821,149,—,26.971,23.833,2.125,,晴
2023-06-10,52.0,6,17,0.2,11,102,3,1.42679,57,臭氧8小时,26.004,29.250,2.417,,阴
2023-06-11,60.0,10,26,0.4,16,111,2,1.88423,169,臭氧8小时,24.025,45.792,1.708,,阴
2023-06-12,68.0,14,25,0.4,13,121,3,1.98839,237,臭氧8小时,25.163,47.292,1.917,,阴
2023-06-13,89.0,7,20,0.3,17,146,2,1.93155,49,臭氧8小时,26.625,41.042,2.000,,晴
2023-06-14,166.0,24,56,0.5,22,231,3,3.65446,203,臭氧8小时,28.638,43.875,2.083,,晴
2023-06-15,203.0,31,69,0.7,20,278,5,4.36726,283,臭氧8小时,29.650,46.083,2.375,,晴
2023-06-16,185.0,37,79,0.7,20,250,4,4.48988,336,臭氧8小时,31.717,40.500,2.375,,晴
2023-06-17,187.0,36,81,0.5,24,252,3,4.53571,287,臭氧8小时,31.488,40.875,2.083,,晴
2023-06-18,174.0,45,81,0.6,15,239,3,4.51161,323,臭氧8小时,28.708,53.417,2.375,,晴
2023-06-19,75.0,47,71,0.6,18,130,3,3.81964,334,臭氧8小时,24.375,70.708,2.125,,阴
2023-06-20,87.0,18,26,0.3,15,144,3,2.28571,230,臭氧8小时,26.913,57.333,1.667,,阴
2023-06-21,99.0,9,23,0.2,26,158,2,2.30655,13,臭氧8小时,30.492,32.250,2.000,,晴
2023-06-22,138.0,17,43,0.3,27,201,2,3.13958,196,臭氧8小时,32.663,28.083,2.000,,晴
2023-06-23,177.0,28,65,0.5,24,242,3,4.01607,252,臭氧8小时,33.033,31.833,2.333,,晴
2023-06-24,144.0,28,63,0.5,21,208,3,3.70000,,臭氧8小时,33.163,33.042,2.542,,晴
2023-06-25,137.0,33,63,0.6,15,200,4,3.68452,300,臭氧8小时,29.425,52.417,2.667,,晴
2023-06-26,97.0,23,45,0.5,14,156,2,2.78333,239,臭氧8小时,26.833,62.750,2.292,,阴
2023-06-27,151.0,18,37,0.4,20,216,2,3.02619,131,臭氧8小时,29.517,49.167,2.042,,阴
2023-06-28,67.0,24,47,0.5,20,120,3,2.78214,281,臭氧8小时,25.679,71.083,2.167,,阴
2023-06-29,114.0,15,29,0.3,19,175,3,2.53661,233,臭氧8小时,28.683,54.375,1.750,,雾
2023-06-30,187.0,20,52,0.5,25,252,3,3.68929,242,臭氧8小时,31.258,42.667,2.125,,晴
2023-07-01,170.0,23,59,0.4,22,235,3,3.66875,309,臭氧8小时,32.971,33.125,2.500,,晴
2023-07-02,181.0,31,64,0.5,23,246,3,4.08750,286,臭氧8小时,31.979,42.250,1.917,,晴
2023-07-03,119.0,37,60,0.8,14,180,2,3.62262,321,臭氧8小时,28.538,66.500,2.250,,阴
2023-07-04,81.0,15,22,0.4,10,137,3,1.99911,278,臭氧8小时,25.746,69.250,2.208,,阴
2023-07-05,85.0,16,46,0.3,24,141,3,2.72054,124,臭氧8小时,30.992,46.667,2.000,,晴
2023-07-06,137.0,13,46,0.3,28,200,2,3.08690,,O3,32.221,33.500,2.042,,晴
2023-07-07,75.0,12,36,0.3,17,129,2,2.19673,278,臭氧8小时,31.633,39.292,2.417,,晴
2023-07-08,57.0,6,17,0.3,13,108,2,1.52262,93,臭氧8小时,32.821,31.583,2.375,,晴
2023-07-09,76.0,7,18,0.3,15,131,3,1.77589,46,臭氧8小时,32.308,34.625,1.958,,晴
2023-07-10,160.0,18,43,0.5,20,225,3,3.20982,,臭氧8小时,32.739,44.783,2.348,,晴
2023-07-11,134.0,21,38,0.6,11,197,3,2.84911,285,臭氧8小时,29.775,58.542,2.542,,阴
2023-07-12,48.0,21,29,0.7,11,95,3,2.10804,289,—,23.775,90.542,2.250,,阴
2023-07-13,42.0,12,15,0.6,13,84,3,1.60714,143,—,23.175,95.208,1.125,,阴
2023-07-14,61.0,16,26,0.4,11,113,3,1.95982,172,臭氧8小时,29.058,59.375,2.167,,阴
2023-07-15,50.0,8,15,0.2,8,100,3,1.36786,54,—,29.883,36.208,2.917,,晴
2023-07-16,76.0,11,21,0.3,15,131,3,1.93304,56,臭氧8小时,30.596,37.167,2.208,,晴
2023-07-17,139.0,22,45,0.5,20,202,2,3.19226,145,臭氧8小时,30.500,47.458,2.417,,晴
2023-07-18,137.0,28,52,0.5,21,200,3,3.49286,278,臭氧8小时,31.238,47.542,2.042,,晴
2023-07-19,159.0,33,59,0.5,20,224,3,3.86071,262,臭氧8小时,31.675,45.625,2.083,,晴
2023-07-20,132.0,34,62,0.5,20,195,3,3.75089,299,臭氧8小时,31.150,50.625,2.042,,阴
2023-07-21,60.0,31,44,0.6,12,112,3,2.71429,295,臭氧8小时,25.154,77.750,2.000,,阴
2023-07-22,39.0,23,29,0.6,11,77,3,2.02768,288,—,22.750,85.750,1.958,,阴
2023-07-23,90.0,18,28,0.5,15,148,3,2.38929,178,臭氧8小时,28.067,68.167,1.542,,晴
2023-07-24,128.0,31,51,0.6,16,190,3,3.40179,227,臭氧8小时,29.475,69.083,2.083,,阴
2023-07-25,122.0,8,15,0.3,10,184,3,1.96786,261,臭氧,28.317,63.292,2.083,,阴
2023-07-26,104.0,31,50,0.6,14,164,3,3.17500,308,臭氧8小时,28.213,78.458,1.750,,阴
2023-07-27,100.0,27,41,0.5,17,160,3,2.95714,,臭氧8小时,28.213,73.583,1.917,,霾
2023-07-28,49.0,12,24,0.4,17,98,3,1.87321,181,—,27.250,67.958,1.500,,阴
2023-07-29,31.0,16,28,0.5,16,61,3,1.81339,253,—,27.188,82.875,1.958,,阴
2023-07-30,21.0,4,7,0.3,7,42,3,0.77679,4,—,23.904,96.792,2.958,,阴
2023-07-31,19.0,12,16,0.4,8,37,3,1.15268,21,—,25.533,96.417,3.083,,阴
2023-08-01,30.0,21,28,0.5,11,58,3,1.81250,197,—,26.525,95.667,2.125,,阴
2023-08-02,47.0,26,34,0.5,9,94,3,2.21607,151,—,28.463,87.500,2.167,,阴
